Customer_ID,recency,frequency,monetary,r_score,f_score,m_score,rf_score,segment
16643,247,2,923.11,2,2,3,22,Hibernating
17143,419,2,924.11,1,2,3,12,Hibernating
14128,62,3,924.21,3,3,3,33,Need_Attention
17864,14,5,924.32,5,4,3,54,Champions
13805,54,2,924.6,4,2,3,42,Potential_Loyalists
12745,488,3,925.41,1,3,3,13,At_Risk
16975,425,3,926.12,1,3,3,13,At_Risk
17805,75,2,927.03,3,2,3,32,About_to_Sleep
15243,76,2,927.28,3,2,3,32,About_to_Sleep
13288,445,5,927.61,1,4,3,14,At_Risk
14338,163,3,928.1,3,3,3,33,Need_Attention
16034,198,6,928.72,2,4,3,24,At_Risk
15957,33,3,930.1,4,3,3,43,Potential_Loyalists
14924,247,3,931.01,2,3,3,23,At_Risk
13465,448,2,931.12,1,2,3,12,Hibernating
12396,676,1,931.43,1,1,3,11,Hibernating
18133,214,1,931.5,2,2,3,22,Hibernating
18154,5,5,932.6,5,4,3,54,Champions
16657,11,4,933.62,5,4,3,54,Champions
15792,401,2,933.84,2,2,3,22,Hibernating
16781,374,2,934.25,2,2,3,22,Hibernating
14140,5,2,935.05,5,3,3,53,Potential_Loyalists
17472,193,4,935.1,2,3,3,23,At_Risk
17020,544,2,935.62,1,2,3,12,Hibernating
14605,376,4,937.16,2,3,3,23,At_Risk
17527,55,4,939.37,4,4,3,44,Loyal_Customers
16109,220,3,939.48,2,3,3,23,At_Risk
13936,181,3,939.66,3,3,3,33,Need_Attention
15107,313,9,940.35,2,5,3,25,Cant_Loose
15576,39,1,940.67,4,1,3,41,Promising
13416,45,3,940.8,4,3,3,43,Potential_Loyalists
17363,397,3,940.86,2,3,3,23,At_Risk
14326,244,3,940.98,2,3,3,23,At_Risk
18156,14,2,941.17,5,3,3,53,Potential_Loyalists
15385,42,3,942.08,4,3,3,43,Potential_Loyalists
12942,133,3,942.65,3,3,3,33,Need_Attention
16199,394,7,942.75,2,4,3,24,At_Risk
13261,270,2,944.1,2,2,3,22,Hibernating
16204,25,3,944.24,4,3,3,43,Potential_Loyalists
18217,31,4,945.04,4,4,3,44,Loyal_Customers
15707,37,4,945.58,4,3,3,43,Potential_Loyalists
17604,219,6,945.93,2,4,3,24,At_Risk
16146,159,4,946.38,3,3,3,33,Need_Attention
17356,313,5,946.47,2,4,3,24,At_Risk
16861,61,5,946.59,3,4,3,34,Loyal_Customers
16136,61,4,946.8,3,3,3,33,Need_Attention
16362,34,6,946.94,4,4,3,44,Loyal_Customers
12355,216,2,947.61,2,2,3,22,Hibernating
15723,366,4,947.65,2,3,3,23,At_Risk
15787,28,3,948.05,4,3,3,43,Potential_Loyalists
12874,387,2,948.42,2,2,3,22,Hibernating
12822,72,2,948.88,3,2,3,32,About_to_Sleep
15177,427,1,948.93,1,1,3,11,Hibernating
13636,38,5,949.12,4,4,3,44,Loyal_Customers
13046,32,3,949.25,4,3,3,43,Potential_Loyalists
12767,377,1,949.82,2,1,3,21,Hibernating
17955,200,6,949.9,2,4,3,24,At_Risk
14615,396,5,951.76,2,4,3,24,At_Risk
12414,219,6,952.41,2,4,3,24,At_Risk
18001,14,6,953.84,5,4,3,54,Champions
15835,46,4,954.09,4,3,3,43,Potential_Loyalists
15430,469,2,954.75,1,2,3,12,Hibernating
12505,410,1,955.2,2,1,3,21,Hibernating
16947,237,5,955.21,2,4,3,24,At_Risk
12990,33,7,955.5,4,4,3,44,Loyal_Customers
16141,90,2,955.94,3,2,3,32,About_to_Sleep
17172,80,3,956.57,3,3,3,33,Need_Attention
17080,24,7,957.53,4,4,3,44,Loyal_Customers
17516,17,6,957.55,5,4,3,54,Champions
17298,103,5,957.56,3,4,3,34,Loyal_Customers
12697,30,3,957.59,4,3,3,43,Potential_Loyalists
17189,108,5,957.63,3,4,3,34,Loyal_Customers
14958,149,6,957.94,3,4,3,34,Loyal_Customers
18192,73,1,957.97,3,2,3,32,About_to_Sleep
12675,555,2,958.5,1,2,3,12,Hibernating
12588,41,4,958.78,4,4,3,44,Loyal_Customers
14437,367,5,958.84,2,4,3,24,At_Risk
14629,6,2,959.01,5,3,3,53,Potential_Loyalists
16518,63,4,959.37,3,3,3,33,Need_Attention
14994,384,5,960.63,2,4,3,24,At_Risk
17544,392,3,960.69,2,3,3,23,At_Risk
15156,3,3,961.49,5,3,3,53,Potential_Loyalists
15268,480,3,961.9,1,3,3,13,At_Risk
17081,27,6,964.39,4,4,3,44,Loyal_Customers
16763,200,2,964.7,2,2,3,22,Hibernating
12550,81,1,964.83,3,2,3,32,About_to_Sleep
15084,381,2,965.2,2,2,3,22,Hibernating
13204,733,1,966.66,1,1,3,11,Hibernating
15907,5,3,967.45,5,3,3,53,Potential_Loyalists
13223,202,6,969.12,2,4,3,24,At_Risk
15208,3,6,970.52,5,4,3,54,Champions
17100,20,2,971.74,5,3,3,53,Potential_Loyalists
14350,276,3,972.03,2,3,3,23,At_Risk
12525,500,3,973.73,1,3,3,13,At_Risk
17958,118,2,973.88,3,3,3,33,Need_Attention
12994,6,3,974.42,5,3,3,53,Potential_Loyalists
15449,28,3,974.52,4,3,3,43,Potential_Loyalists
15646,159,5,974.61,3,4,3,34,Loyal_Customers
15165,375,1,975.5,2,1,3,21,Hibernating
15406,33,4,975.87,4,4,3,44,Loyal_Customers
15247,124,3,976.06,3,3,3,33,Need_Attention
17123,163,3,977.17,3,3,3,33,Need_Attention
14454,378,5,977.3,2,4,3,24,At_Risk
15132,20,5,977.93,5,4,3,54,Champions
17221,9,5,978.52,5,4,3,54,Champions
13350,18,2,979.12,5,3,3,53,Potential_Loyalists
17369,457,1,979.2,1,1,3,11,Hibernating
14230,437,3,979.8,1,3,3,13,At_Risk
12543,450,1,980.25,1,1,3,11,Hibernating
12541,31,3,981.18,4,3,3,43,Potential_Loyalists
14138,3,2,982.38,5,3,3,53,Potential_Loyalists
15109,247,3,983.1,2,3,3,23,At_Risk
14142,375,2,983.15,2,2,3,22,Hibernating
17144,3,2,984.57,5,3,3,53,Potential_Loyalists
16254,380,3,985.14,2,3,3,23,At_Risk
13439,257,3,986.61,2,3,3,23,At_Risk
16661,542,4,986.63,1,3,3,13,At_Risk
16376,10,2,987.01,5,3,3,53,Potential_Loyalists
18237,4,5,987.1,5,4,3,54,Champions
16130,424,4,987.48,1,3,3,13,At_Risk
15176,669,1,988.04,1,1,3,11,Hibernating
15973,368,3,988.44,2,3,3,23,At_Risk
13245,52,2,989.22,4,2,3,42,Potential_Loyalists
13559,514,2,990.0,1,2,3,12,Hibernating
14223,94,3,991.13,3,3,3,33,Need_Attention
16009,24,4,992.71,4,4,3,44,Loyal_Customers
13292,40,5,994.51,4,4,3,44,Loyal_Customers
16699,382,7,994.6,2,4,3,24,At_Risk
17883,5,7,995.85,5,4,3,54,Champions
13965,478,3,996.61,1,3,3,13,At_Risk
12722,87,4,997.63,3,3,3,33,Need_Attention
18006,25,4,997.86,4,4,3,44,Loyal_Customers
17631,3,7,998.49,5,4,3,54,Champions
16863,33,3,998.52,4,3,3,43,Potential_Loyalists
17205,55,3,999.35,4,3,3,43,Potential_Loyalists
12413,68,4,999.45,3,3,3,33,Need_Attention
13005,175,4,999.68,3,3,3,33,Need_Attention
18143,118,2,1000.16,3,3,3,33,Need_Attention
15508,191,6,1000.27,2,4,3,24,At_Risk
12545,77,2,1000.39,3,2,3,32,About_to_Sleep
14255,548,1,1000.63,1,1,3,11,Hibernating
17464,160,3,1000.94,3,3,3,33,Need_Attention
13857,395,6,1001.01,2,4,3,24,At_Risk
16122,75,6,1001.34,3,4,3,34,Loyal_Customers
16535,7,3,1001.59,5,3,3,53,Potential_Loyalists
17237,13,4,1002.08,5,4,3,54,Champions
12446,59,1,1002.31,4,2,3,42,Potential_Loyalists
14157,21,5,1002.78,4,4,3,44,Loyal_Customers
17987,187,5,1003.64,3,4,3,34,Loyal_Customers
18160,59,3,1003.88,4,3,3,43,Potential_Loyalists
15363,374,2,1004.11,2,2,3,22,Hibernating
14214,32,5,1004.38,4,4,3,44,Loyal_Customers
17329,16,5,1004.43,5,4,3,54,Champions
13549,27,8,1005.8,4,5,3,45,Loyal_Customers
13427,21,6,1006.53,4,4,3,44,Loyal_Customers
12703,73,4,1006.53,3,4,3,34,Loyal_Customers
15771,606,3,1006.54,1,3,3,13,At_Risk
13238,19,6,1006.63,5,4,3,54,Champions
13429,12,4,1006.8,5,4,3,54,Champions
16287,171,5,1006.98,3,4,3,34,Loyal_Customers
14510,377,3,1007.28,2,3,3,23,At_Risk
12862,427,2,1008.32,1,2,3,12,Hibernating
16572,129,3,1009.6,3,3,3,33,Need_Attention
13039,586,4,1010.73,1,3,3,13,At_Risk
15713,145,4,1010.79,3,4,3,34,Loyal_Customers
16435,514,3,1011.57,1,3,3,13,At_Risk
17197,31,1,1013.01,4,2,3,42,Potential_Loyalists
15025,35,2,1013.09,4,2,3,42,Potential_Loyalists
16451,89,3,1013.15,3,3,3,33,Need_Attention
15951,10,3,1013.17,5,3,3,53,Potential_Loyalists
12642,27,3,1013.26,4,3,3,43,Potential_Loyalists
13466,186,5,1013.35,3,4,3,34,Loyal_Customers
12410,310,3,1013.71,2,3,3,23,At_Risk
14953,27,4,1013.77,4,4,3,44,Loyal_Customers
14355,367,3,1014.45,2,3,3,23,At_Risk
16623,247,4,1015.24,2,4,3,24,At_Risk
13867,33,3,1015.29,4,3,3,43,Potential_Loyalists
17860,370,4,1015.54,2,3,3,23,At_Risk
13333,413,3,1015.74,1,3,3,13,At_Risk
17299,13,6,1016.08,5,4,3,54,Champions
16898,28,5,1016.37,4,4,3,44,Loyal_Customers
13641,642,5,1016.47,1,4,3,14,At_Risk
12652,333,2,1017.03,2,2,3,22,Hibernating
15970,305,2,1017.32,2,2,3,22,Hibernating
12793,336,3,1017.33,2,3,3,23,At_Risk
12905,578,2,1018.42,1,2,3,12,Hibernating
12828,4,6,1018.71,5,4,3,54,Champions
12403,51,2,1019.36,4,2,3,42,Potential_Loyalists
18142,159,2,1019.52,3,2,3,32,About_to_Sleep
13376,101,3,1019.76,3,3,3,33,Need_Attention
12572,10,2,1020.42,5,3,3,53,Potential_Loyalists
16568,429,2,1020.9,1,2,3,12,Hibernating
17362,241,7,1024.04,2,4,3,24,At_Risk
17310,389,2,1025.1,2,2,3,22,Hibernating
13602,66,4,1025.17,3,3,3,33,Need_Attention
16160,67,2,1025.44,3,2,3,32,About_to_Sleep
17749,180,3,1026.18,3,3,3,33,Need_Attention
13956,7,5,1026.42,5,4,3,54,Champions
15887,408,3,1027.15,2,3,3,23,At_Risk
16227,227,3,1027.22,2,3,3,23,At_Risk
15104,198,2,1027.44,2,2,3,22,Hibernating
16682,6,5,1028.0,5,4,3,54,Champions
15333,210,1,1028.56,2,2,3,22,Hibernating
14932,367,2,1029.66,2,2,3,22,Hibernating
16284,33,3,1029.77,4,3,3,43,Potential_Loyalists
16198,77,2,1030.04,3,2,3,32,About_to_Sleep
16385,62,5,1030.61,3,4,3,34,Loyal_Customers
13235,214,1,1031.07,2,2,3,22,Hibernating
17405,3,3,1031.41,5,3,3,53,Potential_Loyalists
13000,108,4,1032.5,3,3,3,33,Need_Attention
14248,320,3,1032.95,2,3,3,23,At_Risk
17724,73,3,1033.0,3,3,3,33,Need_Attention
17980,167,4,1033.42,3,3,3,33,Need_Attention
12811,262,5,1033.9,2,4,3,24,At_Risk
16441,69,5,1034.43,3,4,3,34,Loyal_Customers
13258,13,5,1035.18,5,4,3,54,Champions
16787,399,4,1035.43,2,3,3,23,At_Risk
16260,52,1,1035.45,4,1,3,41,Promising
17926,135,5,1035.49,3,4,3,34,Loyal_Customers
14902,27,3,1035.62,4,3,3,43,Potential_Loyalists
17869,109,7,1036.16,3,4,3,34,Loyal_Customers
12486,433,1,1037.28,1,1,3,11,Hibernating
13873,121,8,1038.92,3,4,3,34,Loyal_Customers
13613,454,5,1039.85,1,4,3,14,At_Risk
16991,423,1,1041.21,1,1,3,11,Hibernating
13359,65,2,1043.31,3,2,3,32,About_to_Sleep
17042,4,5,1044.38,5,4,3,54,Champions
14108,32,4,1044.96,4,4,3,44,Loyal_Customers
15091,69,3,1046.61,3,3,3,33,Need_Attention
17474,601,1,1047.0,1,1,3,11,Hibernating
17578,220,7,1047.33,2,4,3,24,At_Risk
15839,35,3,1048.49,4,3,3,43,Potential_Loyalists
15464,340,1,1048.85,2,1,3,21,Hibernating
17934,53,3,1049.15,4,3,3,43,Potential_Loyalists
13775,592,1,1049.66,1,1,3,11,Hibernating
14947,74,6,1049.79,3,4,3,34,Loyal_Customers
15855,138,6,1052.72,3,4,3,34,Loyal_Customers
15886,62,4,1052.87,3,3,3,33,Need_Attention
12580,248,2,1052.9,2,2,3,22,Hibernating
12716,5,2,1053.49,5,3,3,53,Potential_Loyalists
16728,48,4,1054.67,4,3,3,43,Potential_Loyalists
15977,19,2,1054.73,5,3,3,53,Potential_Loyalists
15645,20,3,1055.17,5,3,3,53,Potential_Loyalists
12791,375,6,1056.11,2,4,3,24,At_Risk
14734,427,4,1056.42,1,3,3,13,At_Risk
15407,35,4,1056.44,4,4,3,44,Loyal_Customers
17555,21,5,1057.74,4,4,3,44,Loyal_Customers
15850,21,6,1058.72,4,4,3,44,Loyal_Customers
18130,17,3,1059.39,5,3,3,53,Potential_Loyalists
17421,388,3,1059.41,2,3,3,23,At_Risk
16261,19,6,1059.45,5,4,3,54,Champions
17727,17,1,1060.25,5,2,3,52,Potential_Loyalists
15706,65,4,1060.56,3,3,3,33,Need_Attention
15003,475,6,1060.7,1,4,3,14,At_Risk
17616,175,4,1060.8,3,3,3,33,Need_Attention
15026,82,5,1061.61,3,4,3,34,Loyal_Customers
16903,31,3,1062.28,4,3,3,43,Potential_Loyalists
14204,4,4,1062.96,5,4,3,54,Champions
14411,312,1,1063.0,2,1,3,21,Hibernating
12815,149,2,1063.46,3,2,3,32,About_to_Sleep
17849,220,8,1063.76,2,4,3,24,At_Risk
12936,19,4,1063.9,5,4,3,54,Champions
15801,48,3,1063.95,4,3,3,43,Potential_Loyalists
14488,69,1,1064.28,3,2,3,32,About_to_Sleep
15639,136,3,1065.08,3,3,3,33,Need_Attention
17277,229,2,1065.35,2,2,3,22,Hibernating
14675,18,2,1066.9,5,3,3,53,Potential_Loyalists
15626,76,3,1067.52,3,3,3,33,Need_Attention
17214,62,6,1069.12,3,4,3,34,Loyal_Customers
12728,73,5,1070.17,3,4,3,34,Loyal_Customers
17522,3,5,1070.71,5,4,3,54,Champions
14484,52,4,1070.98,4,3,3,43,Potential_Loyalists
16593,52,8,1071.14,4,4,3,44,Loyal_Customers
17854,187,6,1071.45,3,4,3,34,Loyal_Customers
12801,502,1,1071.82,1,1,3,11,Hibernating
15238,31,3,1071.99,4,3,3,43,Potential_Loyalists
16884,39,4,1073.92,4,3,3,43,Potential_Loyalists
15912,180,9,1074.7,3,5,3,35,Loyal_Customers
16048,375,4,1075.23,2,3,3,23,At_Risk
13959,81,6,1076.18,3,4,3,34,Loyal_Customers
16071,46,4,1076.8,4,3,3,43,Potential_Loyalists
16642,6,3,1077.45,5,3,3,53,Potential_Loyalists
16183,69,4,1077.81,3,3,3,33,Need_Attention
16231,381,4,1078.22,2,3,3,23,At_Risk
13607,42,2,1078.31,4,2,3,42,Potential_Loyalists
13656,166,4,1078.85,3,3,3,33,Need_Attention
14352,159,4,1078.96,3,3,3,33,Need_Attention
15546,608,2,1079.1,1,2,3,12,Hibernating
12354,234,1,1079.4,2,1,3,21,Hibernating
13726,40,2,1079.66,4,2,3,42,Potential_Loyalists
13727,30,8,1080.05,4,5,3,45,Loyal_Customers
14561,77,3,1080.76,3,3,3,33,Need_Attention
13567,430,4,1083.69,1,3,3,13,At_Risk
13467,12,2,1083.71,5,3,3,53,Potential_Loyalists
17420,52,6,1084.43,4,4,3,44,Loyal_Customers
14013,112,5,1084.57,3,4,3,34,Loyal_Customers
16298,24,7,1085.7,4,4,3,44,Loyal_Customers
14139,48,4,1086.8,4,3,3,43,Potential_Loyalists
15763,33,2,1086.92,4,3,3,43,Potential_Loyalists
16188,46,5,1087.66,4,4,3,44,Loyal_Customers
15535,175,6,1087.82,3,4,3,34,Loyal_Customers
15254,129,3,1088.35,3,3,3,33,Need_Attention
14343,423,4,1088.91,1,3,3,13,At_Risk
12534,132,1,1089.18,3,2,3,32,About_to_Sleep
13853,59,1,1090.14,4,2,3,42,Potential_Loyalists
16211,90,3,1090.59,3,3,3,33,Need_Attention
14813,371,4,1090.87,2,3,3,23,At_Risk
14199,220,4,1091.7,2,3,3,23,At_Risk
17726,397,7,1092.06,2,4,3,24,At_Risk
13546,14,5,1092.14,5,4,3,54,Champions
12803,395,1,1092.81,2,1,3,21,Hibernating
14460,112,9,1093.5,3,5,3,35,Loyal_Customers
13521,3,3,1093.65,5,3,3,53,Potential_Loyalists
15745,21,4,1094.59,4,4,3,44,Loyal_Customers
17703,37,4,1094.84,4,3,3,43,Potential_Loyalists
13835,27,7,1095.27,4,4,3,44,Loyal_Customers
16533,21,3,1095.56,4,3,3,43,Potential_Loyalists
17366,434,2,1096.24,1,2,3,12,Hibernating
16805,175,5,1097.24,3,4,3,34,Loyal_Customers
13108,374,2,1098.52,2,2,3,22,Hibernating
12421,17,6,1098.6,5,4,3,54,Champions
14009,200,3,1099.91,2,3,3,23,At_Risk
12785,366,3,1100.4,2,3,3,23,At_Risk
16418,46,5,1101.94,4,4,3,44,Loyal_Customers
14948,25,6,1101.97,4,4,3,44,Loyal_Customers
13295,361,4,1101.97,2,3,3,23,At_Risk
16223,376,2,1102.35,2,2,3,22,Hibernating
16386,30,3,1102.59,4,3,3,43,Potential_Loyalists
12434,86,3,1103.43,3,3,3,33,Need_Attention
16391,402,4,1103.61,2,3,3,23,At_Risk
14805,17,7,1104.64,5,4,3,54,Champions
14891,150,4,1106.73,3,4,3,34,Loyal_Customers
15933,23,3,1107.46,4,3,3,43,Potential_Loyalists
15828,377,1,1108.82,2,1,3,21,Hibernating
15559,570,1,1109.4,1,1,3,11,Hibernating
15069,181,1,1109.53,3,2,3,32,About_to_Sleep
16702,417,4,1110.83,1,3,3,13,At_Risk
16139,20,5,1111.15,5,4,3,54,Champions
12648,156,4,1112.0,3,3,3,33,Need_Attention
12679,60,4,1113.02,4,3,3,43,Potential_Loyalists
14672,236,4,1113.14,2,3,3,23,At_Risk
16203,60,6,1114.54,4,4,3,44,Loyal_Customers
13509,10,8,1114.72,5,5,3,55,Champions
14080,34,5,1115.68,4,4,3,44,Loyal_Customers
14966,16,6,1115.84,5,4,3,54,Champions
14971,37,3,1116.57,4,3,3,43,Potential_Loyalists
16278,102,3,1117.84,3,3,3,33,Need_Attention
17788,75,2,1117.9,3,2,3,32,About_to_Sleep
16430,59,7,1117.94,4,4,3,44,Loyal_Customers
17423,48,3,1118.95,4,3,3,43,Potential_Loyalists
17871,206,5,1118.99,2,4,3,24,At_Risk
17007,52,7,1120.1,4,4,3,44,Loyal_Customers
13589,16,6,1120.74,5,4,3,54,Champions
16895,66,5,1121.42,3,4,3,34,Loyal_Customers
13368,258,4,1121.5,2,3,3,23,At_Risk
17562,16,7,1122.38,5,4,3,54,Champions
13486,80,3,1122.41,3,3,3,33,Need_Attention
17492,250,3,1122.42,2,3,3,23,At_Risk
15436,14,3,1122.53,5,3,3,53,Potential_Loyalists
16916,25,4,1123.4,4,4,3,44,Loyal_Customers
14917,598,2,1123.75,1,2,3,12,Hibernating
13778,105,4,1124.49,3,3,3,33,Need_Attention
13167,20,5,1125.15,5,4,3,54,Champions
12503,586,1,1126.0,1,1,3,11,Hibernating
15969,4,5,1127.05,5,4,3,54,Champions
14671,551,2,1127.45,1,2,3,12,Hibernating
12373,313,3,1127.65,2,3,3,23,At_Risk
14450,182,7,1128.44,3,4,3,34,Loyal_Customers
13447,25,3,1129.14,4,3,3,43,Potential_Loyalists
12427,23,3,1129.3,4,3,3,43,Potential_Loyalists
16354,65,5,1129.51,3,4,3,34,Loyal_Customers
17622,599,2,1130.21,1,2,3,12,Hibernating
16014,39,5,1130.27,4,4,3,44,Loyal_Customers
15695,268,4,1131.04,2,3,3,23,At_Risk
12616,97,3,1131.1,3,3,3,33,Need_Attention
13393,585,4,1131.45,1,3,3,13,At_Risk
15500,10,4,1131.56,5,4,3,54,Champions
14375,187,3,1132.99,3,3,3,33,Need_Attention
16989,9,6,1133.25,5,4,3,54,Champions
17137,418,6,1133.63,1,4,3,14,At_Risk
13109,61,3,1134.03,3,3,3,33,Need_Attention
17866,144,3,1134.95,3,3,3,33,Need_Attention
17302,16,5,1135.63,5,4,3,54,Champions
17500,19,3,1138.0,5,3,3,53,Potential_Loyalists
15586,594,3,1139.1,1,3,3,13,At_Risk
16270,355,1,1141.24,2,1,3,21,Hibernating
16769,262,4,1141.75,2,3,3,23,At_Risk
18218,213,4,1142.0,2,3,3,23,At_Risk
13856,170,11,1142.03,3,5,3,35,Loyal_Customers
18125,31,4,1142.99,4,4,3,44,Loyal_Customers
14585,52,5,1143.27,4,4,3,44,Loyal_Customers
17770,200,5,1143.27,2,4,3,24,At_Risk
12769,240,1,1143.6,2,1,3,21,Hibernating
17477,614,2,1144.3,1,2,3,12,Hibernating
16766,275,2,1145.6,2,2,3,22,Hibernating
14308,551,2,1147.02,1,2,3,12,Hibernating
16521,417,3,1148.01,1,3,3,13,At_Risk
12710,98,3,1149.02,3,3,3,33,Need_Attention
12475,55,2,1149.64,4,2,3,42,Potential_Loyalists
14475,73,4,1151.15,3,4,3,34,Loyal_Customers
13462,254,5,1153.85,2,4,3,24,At_Risk
16637,34,4,1154.47,4,4,3,44,Loyal_Customers
17127,430,5,1155.03,1,4,3,14,At_Risk
14788,9,3,1156.32,5,3,3,53,Potential_Loyalists
13744,97,2,1156.36,3,3,3,33,Need_Attention
17169,59,3,1156.73,4,3,3,43,Potential_Loyalists
15879,406,4,1157.3,2,3,3,23,At_Risk
15028,10,6,1157.71,5,4,3,54,Champions
12439,684,2,1158.18,1,2,3,12,Hibernating
16184,66,6,1158.79,3,4,3,34,Loyal_Customers
17513,74,3,1158.8,3,3,3,33,Need_Attention
13499,19,5,1159.11,5,4,3,54,Champions
16838,199,4,1159.61,2,3,3,23,At_Risk
15088,23,2,1160.07,4,3,3,43,Potential_Loyalists
13459,626,2,1160.41,1,2,3,12,Hibernating
13897,52,3,1160.72,4,3,3,43,Potential_Loyalists
12972,415,4,1161.2,1,3,3,13,At_Risk
12546,48,2,1161.5,4,2,3,42,Potential_Loyalists
17525,361,3,1161.9,2,3,3,23,At_Risk
14261,52,2,1163.45,4,2,3,42,Potential_Loyalists
14693,266,7,1165.36,2,4,3,24,At_Risk
17812,14,7,1165.89,5,4,3,54,Champions
17664,20,4,1166.23,5,4,3,54,Champions
17373,42,7,1167.5,4,4,3,44,Loyal_Customers
12691,30,7,1170.4,4,4,3,44,Loyal_Customers
14818,75,6,1170.41,3,4,3,34,Loyal_Customers
14126,9,4,1172.46,5,4,3,54,Champions
12640,25,3,1174.58,4,3,3,43,Potential_Loyalists
12915,150,4,1174.75,3,4,3,34,Loyal_Customers
12885,65,3,1175.22,3,3,3,33,Need_Attention
14370,452,6,1175.78,1,4,3,14,At_Risk
15210,227,3,1176.19,2,3,3,23,At_Risk
13233,76,4,1176.46,3,3,3,33,Need_Attention
15068,48,4,1176.85,4,3,3,43,Potential_Loyalists
18025,381,6,1177.72,2,4,3,24,At_Risk
13797,438,3,1179.45,1,3,3,13,At_Risk
16614,184,3,1179.79,3,3,3,33,Need_Attention
17058,83,3,1179.89,3,3,3,33,Need_Attention
13270,368,1,1180.0,2,1,3,21,Hibernating
18277,60,5,1180.05,4,4,3,44,Loyal_Customers
13395,187,3,1180.23,3,3,3,33,Need_Attention
13526,740,2,1182.0,1,2,3,12,Hibernating
17021,444,6,1182.22,1,4,3,14,At_Risk
15259,514,4,1182.38,1,3,3,13,At_Risk
14206,241,3,1185.01,2,3,3,23,At_Risk
13601,47,4,1185.14,4,3,3,43,Potential_Loyalists
18060,410,2,1185.46,2,2,3,22,Hibernating
13388,133,3,1185.65,3,3,3,33,Need_Attention
15022,13,5,1186.09,5,4,3,54,Champions
14275,397,6,1189.38,2,4,3,24,At_Risk
17239,314,4,1189.45,2,3,3,23,At_Risk
12462,20,2,1189.59,5,3,3,53,Potential_Loyalists
16471,276,4,1189.98,2,3,3,23,At_Risk
13882,4,5,1191.13,5,4,3,54,Champions
17984,147,5,1191.27,3,4,3,34,Loyal_Customers
14213,406,1,1192.2,2,1,3,21,Hibernating
13976,208,4,1192.36,2,4,3,24,At_Risk
16306,215,7,1192.82,2,4,3,24,At_Risk
13293,394,6,1192.94,2,4,3,24,At_Risk
12611,54,1,1193.32,4,1,3,41,Promising
14201,62,10,1193.54,3,5,3,35,Loyal_Customers
15145,6,4,1194.73,5,4,3,54,Champions
16307,431,3,1194.92,1,3,3,13,At_Risk
17713,384,4,1198.09,2,3,3,23,At_Risk
16345,46,2,1198.74,4,2,3,42,Potential_Loyalists
17800,39,9,1199.01,4,5,3,45,Loyal_Customers
15600,430,4,1199.31,1,3,3,13,At_Risk
16693,70,5,1199.46,3,4,3,34,Loyal_Customers
15181,68,5,1200.2,3,4,3,34,Loyal_Customers
16800,13,1,1201.49,5,2,3,52,Potential_Loyalists
12742,627,1,1201.52,1,1,3,11,Hibernating
15994,56,3,1202.18,4,3,3,43,Potential_Loyalists
18057,395,3,1203.56,2,3,3,23,At_Risk
15737,16,8,1205.12,5,5,3,55,Champions
18181,26,5,1205.94,4,4,3,44,Loyal_Customers
15573,33,5,1207.18,4,4,3,44,Loyal_Customers
18193,167,3,1207.35,3,3,3,33,Need_Attention
16830,40,4,1207.5,4,4,3,44,Loyal_Customers
17653,38,4,1207.56,4,3,3,43,Potential_Loyalists
17062,315,6,1208.22,2,4,3,24,At_Risk
13723,219,6,1209.2,2,4,3,24,At_Risk
14193,69,3,1210.19,3,3,3,33,Need_Attention
15377,384,4,1211.75,2,3,3,23,At_Risk
12464,12,8,1212.05,5,5,3,55,Champions
16653,18,2,1212.66,5,3,3,53,Potential_Loyalists
13918,51,2,1212.84,4,2,3,42,Potential_Loyalists
16872,79,6,1213.13,3,4,3,34,Loyal_Customers
18263,27,3,1213.16,4,3,3,43,Potential_Loyalists
13405,76,6,1213.81,3,4,3,34,Loyal_Customers
17198,25,3,1213.88,4,3,3,43,Potential_Loyalists
17410,18,5,1214.72,5,4,3,54,Champions
13140,110,5,1215.68,3,4,3,34,Loyal_Customers
15661,319,8,1215.95,2,4,3,24,At_Risk
15390,398,2,1216.66,2,2,3,22,Hibernating
13304,353,4,1217.99,2,3,3,23,At_Risk
13299,270,3,1218.7,2,3,3,23,At_Risk
14430,513,3,1220.9,1,3,3,13,At_Risk
16946,385,5,1222.04,2,4,3,24,At_Risk
13787,77,6,1222.5,3,4,3,34,Loyal_Customers
14512,189,7,1223.47,3,4,3,34,Loyal_Customers
15303,292,3,1224.18,2,3,3,23,At_Risk
15269,25,3,1225.36,4,3,3,43,Potential_Loyalists
17456,367,2,1225.42,2,2,3,22,Hibernating
17539,619,4,1226.57,1,3,3,13,At_Risk
13030,13,2,1227.22,5,3,3,53,Potential_Loyalists
12866,285,3,1227.35,2,3,3,23,At_Risk
17342,381,4,1227.54,2,3,3,23,At_Risk
13019,381,6,1229.95,2,4,3,24,At_Risk
12673,7,3,1230.02,5,3,3,53,Potential_Loyalists
17360,19,6,1231.38,5,4,3,54,Champions
18080,20,2,1231.5,5,3,3,53,Potential_Loyalists
16159,283,4,1232.79,2,3,3,23,At_Risk
12605,378,4,1232.95,2,3,3,23,At_Risk
17397,24,3,1233.18,4,3,3,43,Potential_Loyalists
15376,42,3,1233.36,4,3,3,43,Potential_Loyalists
14231,185,4,1235.62,3,3,3,33,Need_Attention
